emotion,filename
Angry,4037.wav
Disgusted,4038.wav
Neutral,4039.wav
Happy,4040.wav
Neutral,4041.wav
Happy,4042.wav
Angry,4043.wav
Happy,4044.wav
Fearful,4045.wav
Neutral,4046.wav
Sad,4047.wav
Angry,4048.wav
Happy,4049.wav
Sad,4050.wav
Disgusted,4051.wav
Sad,4052.wav
Fearful,4053.wav
Neutral,4054.wav
Disgusted,4055.wav
Happy,4056.wav
Sad,4057.wav
Angry,4058.wav
Happy,4059.wav
Sad,4060.wav
Happy,4061.wav
Fearful,4062.wav
Fearful,4063.wav
Happy,4064.wav
Sad,4065.wav
Fearful,4066.wav
Neutral,4067.wav
Sad,4068.wav
Sad,4069.wav
Fearful,4070.wav
Happy,4071.wav
Happy,4072.wav
Happy,4073.wav
Sad,4074.wav
Sad,4075.wav
Disgusted,4076.wav
Neutral,4077.wav
Sad,4078.wav
Disgusted,4079.wav
Disgusted,4080.wav
Angry,4081.wav
Angry,4082.wav
Fearful,4083.wav
Happy,4084.wav
Angry,4085.wav
Neutral,4086.wav
Neutral,4087.wav
Fearful,4088.wav
Sad,4089.wav
Neutral,4090.wav
Sad,4091.wav
Fearful,4092.wav
Sad,4093.wav
Neutral,4094.wav
Neutral,4095.wav
Fearful,4096.wav
Happy,4097.wav
Happy,4098.wav
Angry,4099.wav
Happy,4100.wav
Angry,4101.wav
Sad,4102.wav
Happy,4103.wav
Fearful,4104.wav
Happy,4105.wav
Neutral,4106.wav
Disgusted,4107.wav
Sad,4108.wav
Disgusted,4109.wav
Happy,4110.wav
Happy,4111.wav
Disgusted,4112.wav
Happy,4113.wav
Angry,4114.wav
Neutral,4115.wav
Happy,4116.wav
Suprised,4117.wav
Neutral,4118.wav
Angry,4119.wav
Disgusted,4120.wav
Happy,4121.wav
Fearful,4122.wav
Happy,4123.wav
Neutral,4124.wav
Happy,4125.wav
Suprised,4126.wav
Neutral,4127.wav
Disgusted,4128.wav
Fearful,4129.wav
Sad,4130.wav
Neutral,4131.wav
Disgusted,4132.wav
Angry,4133.wav
Fearful,4134.wav
Angry,4135.wav
Happy,4136.wav
Fearful,4137.wav
Neutral,4138.wav
Sad,4139.wav
Disgusted,4140.wav
Suprised,4141.wav
Angry,4142.wav
Suprised,4143.wav
Neutral,4144.wav
Angry,4145.wav
Fearful,4146.wav
Angry,4147.wav
Fearful,4148.wav
Fearful,4149.wav
Fearful,4150.wav
Sad,4151.wav
Disgusted,4152.wav
Neutral,4153.wav
Neutral,4154.wav
Fearful,4155.wav
Happy,4156.wav
Angry,4157.wav
Neutral,4158.wav
Neutral,4159.wav
Happy,4160.wav
Happy,4161.wav
Neutral,4162.wav
Angry,4163.wav
Neutral,4164.wav
Disgusted,4165.wav
Happy,4166.wav
Neutral,4167.wav
Disgusted,4168.wav
Angry,4169.wav
Fearful,4170.wav
Angry,4171.wav
Angry,4172.wav
Suprised,4173.wav
Sad,4174.wav
Angry,4175.wav
Sad,4176.wav
Fearful,4177.wav
Suprised,4178.wav
Angry,4179.wav
Angry,4180.wav
Disgusted,4181.wav
Neutral,4182.wav
Sad,4183.wav
Happy,4184.wav
Angry,4185.wav
Sad,4186.wav
Happy,4187.wav
Fearful,4188.wav
Happy,4189.wav
Neutral,4190.wav
Angry,4191.wav
Angry,4192.wav
Happy,4193.wav
Fearful,4194.wav
Sad,4195.wav
Disgusted,4196.wav
Disgusted,4197.wav
Disgusted,4198.wav
Happy,4199.wav
Happy,4200.wav
Happy,4201.wav
Angry,4202.wav
Fearful,4203.wav
Disgusted,4204.wav
Disgusted,4205.wav
Angry,4206.wav
Sad,4207.wav
Happy,4208.wav
Neutral,4209.wav
Disgusted,4210.wav
Happy,4211.wav
Fearful,4212.wav
Disgusted,4213.wav
Sad,4214.wav
Sad,4215.wav
Neutral,4216.wav
Neutral,4217.wav
Happy,4218.wav
Disgusted,4219.wav
Happy,4220.wav
Neutral,4221.wav
Happy,4222.wav
Happy,4223.wav
Angry,4224.wav
Disgusted,4225.wav
Happy,4226.wav
Disgusted,4227.wav
Neutral,4228.wav
Sad,4229.wav
Fearful,4230.wav
Neutral,4231.wav
Angry,4232.wav
Disgusted,4233.wav
Sad,4234.wav
Neutral,4235.wav
Disgusted,4236.wav
Happy,4237.wav
Angry,4238.wav
Disgusted,4239.wav
Angry,4240.wav
Happy,4241.wav
Fearful,4242.wav
Fearful,4243.wav
Disgusted,4244.wav
Fearful,4245.wav
Happy,4246.wav
Sad,4247.wav
Angry,4248.wav
Suprised,4249.wav
Happy,4250.wav
Fearful,4251.wav
Disgusted,4252.wav
Fearful,4253.wav
Disgusted,4254.wav
Neutral,4255.wav
Fearful,4256.wav
Neutral,4257.wav
Disgusted,4258.wav
Disgusted,4259.wav
Angry,4260.wav
Fearful,4261.wav
Neutral,4262.wav
Angry,4263.wav
Sad,4264.wav
Suprised,4265.wav
Sad,4266.wav
Disgusted,4267.wav
Sad,4268.wav
Angry,4269.wav
Sad,4270.wav
Angry,4271.wav
Angry,4272.wav
Angry,4273.wav
Sad,4274.wav
Happy,4275.wav
Sad,4276.wav
Fearful,4277.wav
Happy,4278.wav
Angry,4279.wav
Sad,4280.wav
Neutral,4281.wav
Neutral,4282.wav
Fearful,4283.wav
Angry,4284.wav
Angry,4285.wav
Fearful,4286.wav
Neutral,4287.wav
Sad,4288.wav
Happy,4289.wav
Disgusted,4290.wav
Fearful,4291.wav
Disgusted,4292.wav
Sad,4293.wav
Angry,4294.wav
Sad,4295.wav
Angry,4296.wav
Neutral,4297.wav
Angry,4298.wav
Fearful,4299.wav
Sad,4300.wav
Fearful,4301.wav
Neutral,4302.wav
Sad,4303.wav
Disgusted,4304.wav
Disgusted,4305.wav
Angry,4306.wav
Sad,4307.wav
Sad,4308.wav
Angry,4309.wav
Sad,4310.wav
Happy,4311.wav
Happy,4312.wav
Suprised,4313.wav
Sad,4314.wav
Fearful,4315.wav
Sad,4316.wav
Happy,4317.wav
Disgusted,4318.wav
Happy,4319.wav
Sad,4320.wav
Neutral,4321.wav
Fearful,4322.wav
Fearful,4323.wav
Neutral,4324.wav
Neutral,4325.wav
Disgusted,4326.wav
Fearful,4327.wav
Happy,4328.wav
Neutral,4329.wav
Disgusted,4330.wav
Angry,4331.wav
Angry,4332.wav
Happy,4333.wav
Happy,4334.wav
Neutral,4335.wav
Sad,4336.wav
Disgusted,4337.wav
Neutral,4338.wav
Happy,4339.wav
Disgusted,4340.wav
Neutral,4341.wav
Sad,4342.wav
Happy,4343.wav
Suprised,4344.wav
Neutral,4345.wav
Angry,4346.wav
Angry,4347.wav
Happy,4348.wav
Disgusted,4349.wav
Neutral,4350.wav
Happy,4351.wav
Happy,4352.wav
Fearful,4353.wav
Neutral,4354.wav
Fearful,4355.wav
Fearful,4356.wav
Happy,4357.wav
Happy,4358.wav
Angry,4359.wav
Fearful,4360.wav
Fearful,4361.wav
Sad,4362.wav
Angry,4363.wav
Fearful,4364.wav
Happy,4365.wav
Angry,4366.wav
Happy,4367.wav
Sad,4368.wav
Fearful,4369.wav
Sad,4370.wav
Happy,4371.wav
Suprised,4372.wav
Disgusted,4373.wav
Happy,4374.wav
Neutral,4375.wav
Sad,4376.wav
Disgusted,4377.wav
Happy,4378.wav
Fearful,4379.wav
Disgusted,4380.wav
Disgusted,4381.wav
Fearful,4382.wav
Sad,4383.wav
Sad,4384.wav
Fearful,4385.wav
Sad,4386.wav
Suprised,4387.wav
Fearful,4388.wav
Neutral,4389.wav
Suprised,4390.wav
Disgusted,4391.wav
Neutral,4392.wav
Fearful,4393.wav
Neutral,4394.wav
Suprised,4395.wav
Suprised,4396.wav
Neutral,4397.wav
Neutral,4398.wav
Angry,4399.wav
Disgusted,4400.wav
Angry,4401.wav
Sad,4402.wav
Disgusted,4403.wav
Neutral,4404.wav
Suprised,4405.wav
Fearful,4406.wav
Fearful,4407.wav
Suprised,4408.wav
Disgusted,4409.wav
Happy,4410.wav
Angry,4411.wav
Fearful,4412.wav
Happy,4413.wav
Angry,4414.wav
Sad,4415.wav
Fearful,4416.wav
Angry,4417.wav
Happy,4418.wav
Angry,4419.wav
Disgusted,4420.wav
Happy,4421.wav
Sad,4422.wav
Sad,4423.wav
Angry,4424.wav
Neutral,4425.wav
Fearful,4426.wav
Neutral,4427.wav
Angry,4428.wav
Fearful,4429.wav
Happy,4430.wav
Sad,4431.wav
Neutral,4432.wav
Neutral,4433.wav
Happy,4434.wav
Neutral,4435.wav
Fearful,4436.wav
Sad,4437.wav
Happy,4438.wav
Disgusted,4439.wav
Suprised,4440.wav
Disgusted,4441.wav
Happy,4442.wav
Disgusted,4443.wav
Fearful,4444.wav
Angry,4445.wav
Fearful,4446.wav
Happy,4447.wav
Fearful,4448.wav
Happy,4449.wav
Angry,4450.wav
Sad,4451.wav
Fearful,4452.wav
Sad,4453.wav
Sad,4454.wav
Neutral,4455.wav
Angry,4456.wav
Angry,4457.wav
Angry,4458.wav
Disgusted,4459.wav
Disgusted,4460.wav
Angry,4461.wav
Sad,4462.wav
Fearful,4463.wav
Sad,4464.wav
Sad,4465.wav
Happy,4466.wav
Happy,4467.wav
Disgusted,4468.wav
Fearful,4469.wav
Sad,4470.wav
Happy,4471.wav
Suprised,4472.wav
Fearful,4473.wav
Neutral,4474.wav
Angry,4475.wav
Sad,4476.wav
Happy,4477.wav
Angry,4478.wav
Sad,4479.wav
Happy,4480.wav
Fearful,4481.wav
Happy,4482.wav
Neutral,4483.wav
Suprised,4484.wav
Angry,4485.wav
Happy,4486.wav
Disgusted,4487.wav
Happy,4488.wav
Fearful,4489.wav
Fearful,4490.wav
Fearful,4491.wav
Neutral,4492.wav
Happy,4493.wav
Angry,4494.wav
Suprised,4495.wav
Happy,4496.wav
Fearful,4497.wav
Happy,4498.wav
Sad,4499.wav
Fearful,4500.wav
Neutral,4501.wav
Happy,4502.wav
Sad,4503.wav
Happy,4504.wav
Angry,4505.wav
Happy,4506.wav
Sad,4507.wav
Fearful,4508.wav
Sad,4509.wav
Happy,4510.wav
Angry,4511.wav
Sad,4512.wav
Happy,4513.wav
Happy,4514.wav
Neutral,4515.wav
Happy,4516.wav
Happy,4517.wav
Fearful,4518.wav
Suprised,4519.wav
Sad,4520.wav
Happy,4521.wav
Disgusted,4522.wav
Fearful,4523.wav
Happy,4524.wav
Sad,4525.wav
Disgusted,4526.wav
Suprised,4527.wav
Sad,4528.wav
Fearful,4529.wav
Disgusted,4530.wav
Angry,4531.wav
Angry,4532.wav
Happy,4533.wav
Neutral,4534.wav
Disgusted,4535.wav
Fearful,4536.wav
Suprised,4537.wav
Sad,4538.wav
Happy,4539.wav
Sad,4540.wav
Fearful,4541.wav
Happy,4542.wav
Neutral,4543.wav
Happy,4544.wav
Fearful,4545.wav
Neutral,4546.wav
Angry,4547.wav
Fearful,4548.wav
Sad,4549.wav
Angry,4550.wav
Suprised,4551.wav
Happy,4552.wav
Sad,4553.wav
Sad,4554.wav
Happy,4555.wav
Disgusted,4556.wav
Disgusted,4557.wav
Happy,4558.wav
Angry,4559.wav
Neutral,4560.wav
Sad,4561.wav
Neutral,4562.wav
Happy,4563.wav
Sad,4564.wav
Sad,4565.wav
Suprised,4566.wav
Neutral,4567.wav
Fearful,4568.wav
Disgusted,4569.wav
Angry,4570.wav
Angry,4571.wav
Neutral,4572.wav
Angry,4573.wav
Disgusted,4574.wav
Disgusted,4575.wav
Angry,4576.wav
Angry,4577.wav
Angry,4578.wav
Neutral,4579.wav
Angry,4580.wav
Disgusted,4581.wav
Happy,4582.wav
Disgusted,4583.wav
Sad,4584.wav
Sad,4585.wav
Angry,4586.wav
Sad,4587.wav
Sad,4588.wav
Angry,4589.wav
Angry,4590.wav
Disgusted,4591.wav
Disgusted,4592.wav
Suprised,4593.wav
Fearful,4594.wav
Disgusted,4595.wav
Neutral,4596.wav
Fearful,4597.wav
Sad,4598.wav
Disgusted,4599.wav
Neutral,4600.wav
Happy,4601.wav
Sad,4602.wav
Happy,4603.wav
Sad,4604.wav
Disgusted,4605.wav
Happy,4606.wav
Sad,4607.wav
Sad,4608.wav
Sad,4609.wav
Fearful,4610.wav
Sad,4611.wav
Neutral,4612.wav
Sad,4613.wav
Angry,4614.wav
Sad,4615.wav
Angry,4616.wav
Angry,4617.wav
Fearful,4618.wav
Sad,4619.wav
Sad,4620.wav
Fearful,4621.wav
Disgusted,4622.wav
Happy,4623.wav
Sad,4624.wav
Fearful,4625.wav
Sad,4626.wav
Fearful,4627.wav
Fearful,4628.wav
Happy,4629.wav
Angry,4630.wav
Happy,4631.wav
Neutral,4632.wav
Neutral,4633.wav
Neutral,4634.wav
Fearful,4635.wav
Happy,4636.wav
Disgusted,4637.wav
Sad,4638.wav
Disgusted,4639.wav
Disgusted,4640.wav
Disgusted,4641.wav
Angry,4642.wav
Angry,4643.wav
Happy,4644.wav
Angry,4645.wav
Neutral,4646.wav
Neutral,4647.wav
Angry,4648.wav
Disgusted,4649.wav
Happy,4650.wav
Sad,4651.wav
Happy,4652.wav
Sad,4653.wav
Happy,4654.wav
Disgusted,4655.wav
Fearful,4656.wav
Happy,4657.wav
Angry,4658.wav
Fearful,4659.wav
Sad,4660.wav
Disgusted,4661.wav
Fearful,4662.wav
Neutral,4663.wav
Happy,4664.wav
Angry,4665.wav
Fearful,4666.wav
Sad,4667.wav
Fearful,4668.wav
Fearful,4669.wav
Disgusted,4670.wav
Disgusted,4671.wav
Happy,4672.wav
Sad,4673.wav
Neutral,4674.wav
Fearful,4675.wav
Angry,4676.wav
Disgusted,4677.wav
Disgusted,4678.wav
Angry,4679.wav
Happy,4680.wav
Angry,4681.wav
Disgusted,4682.wav
Fearful,4683.wav
Neutral,4684.wav
Suprised,4685.wav
Neutral,4686.wav
Happy,4687.wav
Angry,4688.wav
Happy,4689.wav
Disgusted,4690.wav
Disgusted,4691.wav
Happy,4692.wav
Angry,4693.wav
Happy,4694.wav
Angry,4695.wav
Disgusted,4696.wav
Happy,4697.wav
Suprised,4698.wav
Fearful,4699.wav
Disgusted,4700.wav
Neutral,4701.wav
Fearful,4702.wav
Happy,4703.wav
Sad,4704.wav
Angry,4705.wav
Disgusted,4706.wav
Sad,4707.wav
Disgusted,4708.wav
Disgusted,4709.wav
Sad,4710.wav
Happy,4711.wav
Sad,4712.wav
Happy,4713.wav
Fearful,4714.wav
Angry,4715.wav
Disgusted,4716.wav
Neutral,4717.wav
Neutral,4718.wav
Happy,4719.wav
Sad,4720.wav
Happy,4721.wav
Sad,4722.wav
Neutral,4723.wav
Happy,4724.wav
Neutral,4725.wav
Happy,4726.wav
Angry,4727.wav
Disgusted,4728.wav
Happy,4729.wav
Sad,4730.wav
Neutral,4731.wav
Fearful,4732.wav
Angry,4733.wav
Disgusted,4734.wav
Suprised,4735.wav
Disgusted,4736.wav
Happy,4737.wav
Angry,4738.wav
Happy,4739.wav
Angry,4740.wav
Happy,4741.wav
Fearful,4742.wav
Angry,4743.wav
Angry,4744.wav
Happy,4745.wav
Sad,4746.wav
Fearful,4747.wav
Sad,4748.wav
Happy,4749.wav
Fearful,4750.wav
Happy,4751.wav
Sad,4752.wav
Happy,4753.wav
Fearful,4754.wav
Neutral,4755.wav
Fearful,4756.wav
Fearful,4757.wav
Disgusted,4758.wav
Sad,4759.wav
Sad,4760.wav
Fearful,4761.wav
Fearful,4762.wav
Angry,4763.wav
Neutral,4764.wav
Neutral,4765.wav
Fearful,4766.wav
Angry,4767.wav
Happy,4768.wav
Neutral,4769.wav
Neutral,4770.wav
Angry,4771.wav
Happy,4772.wav
Disgusted,4773.wav
Fearful,4774.wav
Happy,4775.wav
Sad,4776.wav
Angry,4777.wav
Neutral,4778.wav
Happy,4779.wav
Disgusted,4780.wav
Happy,4781.wav
Happy,4782.wav
Angry,4783.wav
Disgusted,4784.wav
Sad,4785.wav
Disgusted,4786.wav
Angry,4787.wav
Disgusted,4788.wav
Fearful,4789.wav
Angry,4790.wav
Angry,4791.wav
Sad,4792.wav
Fearful,4793.wav
Disgusted,4794.wav
Disgusted,4795.wav
Angry,4796.wav
Happy,4797.wav
Fearful,4798.wav
Neutral,4799.wav
Sad,4800.wav
Suprised,4801.wav
Neutral,4802.wav
Angry,4803.wav
Happy,4804.wav
Sad,4805.wav
Angry,4806.wav
Disgusted,4807.wav
Angry,4808.wav
Sad,4809.wav
Happy,4810.wav
Neutral,4811.wav
Disgusted,4812.wav
Neutral,4813.wav
Neutral,4814.wav
Disgusted,4815.wav
Fearful,4816.wav
Sad,4817.wav
Fearful,4818.wav
Sad,4819.wav
Happy,4820.wav
Sad,4821.wav
Disgusted,4822.wav
Happy,4823.wav
Fearful,4824.wav
Neutral,4825.wav
Happy,4826.wav
Disgusted,4827.wav
Happy,4828.wav
Fearful,4829.wav
Sad,4830.wav
Sad,4831.wav
Neutral,4832.wav
Fearful,4833.wav
Angry,4834.wav
Neutral,4835.wav
Sad,4836.wav
Fearful,4837.wav
Sad,4838.wav
Neutral,4839.wav
Angry,4840.wav
Angry,4841.wav
Fearful,4842.wav
Sad,4843.wav
Fearful,4844.wav
Suprised,4845.wav
Neutral,4846.wav
Fearful,4847.wav
Angry,4848.wav
Happy,4849.wav
Fearful,4850.wav
Sad,4851.wav
Happy,4852.wav
Neutral,4853.wav
Disgusted,4854.wav
Happy,4855.wav
Fearful,4856.wav
Disgusted,4857.wav
Angry,4858.wav
Fearful,4859.wav
Fearful,4860.wav
Happy,4861.wav
Sad,4862.wav
Sad,4863.wav
Disgusted,4864.wav
Fearful,4865.wav
Disgusted,4866.wav
Happy,4867.wav
Fearful,4868.wav
Happy,4869.wav
Fearful,4870.wav
Happy,4871.wav
Fearful,4872.wav
Neutral,4873.wav
Angry,4874.wav
Sad,4875.wav
Happy,4876.wav
Neutral,4877.wav
Suprised,4878.wav
Neutral,4879.wav
Fearful,4880.wav
Angry,4881.wav
Suprised,4882.wav
Disgusted,4883.wav
Disgusted,4884.wav
Sad,4885.wav
Fearful,4886.wav
Fearful,4887.wav
Neutral,4888.wav
Happy,4889.wav
Angry,4890.wav
Disgusted,4891.wav
Disgusted,4892.wav
Angry,4893.wav
Fearful,4894.wav
Sad,4895.wav
Sad,4896.wav
Neutral,4897.wav
Sad,4898.wav
Fearful,4899.wav
Sad,4900.wav
Angry,4901.wav
Fearful,4902.wav
Disgusted,4903.wav
Fearful,4904.wav
Sad,4905.wav
Sad,4906.wav
Fearful,4907.wav
Angry,4908.wav
Neutral,4909.wav
Happy,4910.wav
Disgusted,4911.wav
Sad,4912.wav
Neutral,4913.wav
Sad,4914.wav
Fearful,4915.wav
Sad,4916.wav
Fearful,4917.wav
Disgusted,4918.wav
Neutral,4919.wav
Disgusted,4920.wav
Sad,4921.wav
Happy,4922.wav
Disgusted,4923.wav
Sad,4924.wav
Sad,4925.wav
Suprised,4926.wav
Fearful,4927.wav
Sad,4928.wav
Sad,4929.wav
Angry,4930.wav
Neutral,4931.wav
Suprised,4932.wav
Suprised,4933.wav
Sad,4934.wav
Neutral,4935.wav
Disgusted,4936.wav
Angry,4937.wav
Sad,4938.wav
Happy,4939.wav
Happy,4940.wav
Sad,4941.wav
Angry,4942.wav
Fearful,4943.wav
Disgusted,4944.wav
Angry,4945.wav
Happy,4946.wav
Neutral,4947.wav
Disgusted,4948.wav
Sad,4949.wav
Angry,4950.wav
Neutral,4951.wav
Sad,4952.wav
Fearful,4953.wav
Happy,4954.wav
Sad,4955.wav
Angry,4956.wav
Disgusted,4957.wav
Angry,4958.wav
Sad,4959.wav
Disgusted,4960.wav
Sad,4961.wav
Angry,4962.wav
Suprised,4963.wav
Neutral,4964.wav
Sad,4965.wav
Sad,4966.wav
Sad,4967.wav
Fearful,4968.wav
Happy,4969.wav
Disgusted,4970.wav
Disgusted,4971.wav
Fearful,4972.wav
Fearful,4973.wav
Suprised,4974.wav
Fearful,4975.wav
Neutral,4976.wav
Happy,4977.wav
Angry,4978.wav
Happy,4979.wav
Fearful,4980.wav
Neutral,4981.wav
Neutral,4982.wav
Suprised,4983.wav
Happy,4984.wav
Angry,4985.wav
Fearful,4986.wav
Happy,4987.wav
Angry,4988.wav
Fearful,4989.wav
Happy,4990.wav
Neutral,4991.wav
Happy,4992.wav
Angry,4993.wav
Happy,4994.wav
Suprised,4995.wav
Happy,4996.wav
Disgusted,4997.wav
Sad,4998.wav
Neutral,4999.wav
Angry,5000.wav
Fearful,5001.wav
Sad,5002.wav
Happy,5003.wav
Sad,5004.wav
Disgusted,5005.wav
Disgusted,5006.wav
Angry,5007.wav
Fearful,5008.wav
Suprised,5009.wav
Disgusted,5010.wav
Sad,5011.wav
Happy,5012.wav
Neutral,5013.wav
Fearful,5014.wav
Happy,5015.wav
Neutral,5016.wav
Happy,5017.wav
Disgusted,5018.wav
Angry,5019.wav
Fearful,5020.wav
Disgusted,5021.wav
Angry,5022.wav
Angry,5023.wav
Angry,5024.wav
Disgusted,5025.wav
Angry,5026.wav
Angry,5027.wav
Suprised,5028.wav
Happy,5029.wav
Angry,5030.wav
Angry,5031.wav
Angry,5032.wav
Happy,5033.wav
Happy,5034.wav
Fearful,5035.wav
Disgusted,5036.wav
Happy,5037.wav
Happy,5038.wav
Happy,5039.wav
Neutral,5040.wav
Angry,5041.wav
Sad,5042.wav
Disgusted,5043.wav
Fearful,5044.wav
Angry,5045.wav
Fearful,5046.wav
Disgusted,5047.wav
Disgusted,5048.wav
Disgusted,5049.wav
Happy,5050.wav
Neutral,5051.wav
Disgusted,5052.wav
Happy,5053.wav
Sad,5054.wav
Sad,5055.wav
Disgusted,5056.wav
Neutral,5057.wav
Fearful,5058.wav
Sad,5059.wav
Neutral,5060.wav
Disgusted,5061.wav
Neutral,5062.wav
Angry,5063.wav
Suprised,5064.wav
Disgusted,5065.wav
Neutral,5066.wav
Happy,5067.wav
Fearful,5068.wav
Neutral,5069.wav
Angry,5070.wav
Happy,5071.wav
Happy,5072.wav
Angry,5073.wav
Happy,5074.wav
Fearful,5075.wav
Disgusted,5076.wav
Angry,5077.wav
Happy,5078.wav
Disgusted,5079.wav
Angry,5080.wav
Fearful,5081.wav
Fearful,5082.wav
Happy,5083.wav
Neutral,5084.wav
Fearful,5085.wav
Disgusted,5086.wav
Neutral,5087.wav
Happy,5088.wav
Happy,5089.wav
Disgusted,5090.wav
Happy,5091.wav
Angry,5092.wav
Happy,5093.wav
Suprised,5094.wav
Sad,5095.wav
Neutral,5096.wav
Neutral,5097.wav
Happy,5098.wav
Disgusted,5099.wav
Neutral,5100.wav
Disgusted,5101.wav
Angry,5102.wav
Sad,5103.wav
Sad,5104.wav
Disgusted,5105.wav
Happy,5106.wav
Fearful,5107.wav
Sad,5108.wav
Angry,5109.wav
Sad,5110.wav
Disgusted,5111.wav
Disgusted,5112.wav
Neutral,5113.wav
Suprised,5114.wav
Happy,5115.wav
Neutral,5116.wav
Happy,5117.wav
Disgusted,5118.wav
Neutral,5119.wav
Neutral,5120.wav
Neutral,5121.wav
Disgusted,5122.wav
Happy,5123.wav
Disgusted,5124.wav
Happy,5125.wav
Happy,5126.wav
Disgusted,5127.wav
Angry,5128.wav
Happy,5129.wav
Suprised,5130.wav
Fearful,5131.wav
Fearful,5132.wav
Happy,5133.wav
Sad,5134.wav
Sad,5135.wav
Fearful,5136.wav
Angry,5137.wav
Fearful,5138.wav
Fearful,5139.wav
Fearful,5140.wav
Neutral,5141.wav
Neutral,5142.wav
Fearful,5143.wav
Happy,5144.wav
Angry,5145.wav
Neutral,5146.wav
Fearful,5147.wav
Disgusted,5148.wav
Angry,5149.wav
Disgusted,5150.wav
Angry,5151.wav
Neutral,5152.wav
Fearful,5153.wav
Disgusted,5154.wav
Neutral,5155.wav
Happy,5156.wav
Fearful,5157.wav
Fearful,5158.wav
Disgusted,5159.wav
Fearful,5160.wav
Neutral,5161.wav
Disgusted,5162.wav
Angry,5163.wav
Disgusted,5164.wav
Angry,5165.wav
Suprised,5166.wav
Disgusted,5167.wav
Angry,5168.wav
Suprised,5169.wav
Disgusted,5170.wav
Angry,5171.wav
Disgusted,5172.wav
Disgusted,5173.wav
Sad,5174.wav
Fearful,5175.wav
Sad,5176.wav
Neutral,5177.wav
Happy,5178.wav
Happy,5179.wav
Fearful,5180.wav
Angry,5181.wav
Sad,5182.wav
Happy,5183.wav
Neutral,5184.wav
Sad,5185.wav
Sad,5186.wav
Disgusted,5187.wav
Happy,5188.wav
Neutral,5189.wav
Happy,5190.wav
Happy,5191.wav
Fearful,5192.wav
Happy,5193.wav
Happy,5194.wav
Angry,5195.wav
Fearful,5196.wav
Disgusted,5197.wav
Disgusted,5198.wav
Happy,5199.wav
Neutral,5200.wav
Sad,5201.wav
Fearful,5202.wav
Neutral,5203.wav
Angry,5204.wav
Neutral,5205.wav
Angry,5206.wav
Sad,5207.wav
Sad,5208.wav
Angry,5209.wav
Fearful,5210.wav
Disgusted,5211.wav
Fearful,5212.wav
Disgusted,5213.wav
Neutral,5214.wav
Fearful,5215.wav
Fearful,5216.wav
Neutral,5217.wav
Sad,5218.wav
Angry,5219.wav
Fearful,5220.wav
Angry,5221.wav
Sad,5222.wav
Suprised,5223.wav
Angry,5224.wav
Sad,5225.wav
Happy,5226.wav
Sad,5227.wav
Happy,5228.wav
Happy,5229.wav
Happy,5230.wav
Happy,5231.wav
Sad,5232.wav
Neutral,5233.wav
Happy,5234.wav
Suprised,5235.wav
Suprised,5236.wav
Happy,5237.wav
Fearful,5238.wav
Fearful,5239.wav
Happy,5240.wav
Sad,5241.wav
Sad,5242.wav
Disgusted,5243.wav
Angry,5244.wav
Happy,5245.wav
Fearful,5246.wav
Angry,5247.wav
Happy,5248.wav
Neutral,5249.wav
Neutral,5250.wav
Happy,5251.wav
Angry,5252.wav
Happy,5253.wav
Happy,5254.wav
Neutral,5255.wav
Sad,5256.wav
Sad,5257.wav
Happy,5258.wav
Fearful,5259.wav
Fearful,5260.wav
Happy,5261.wav
Sad,5262.wav
Fearful,5263.wav
Angry,5264.wav
Sad,5265.wav
Fearful,5266.wav
Happy,5267.wav
Happy,5268.wav
Neutral,5269.wav
Disgusted,5270.wav
Happy,5271.wav
Disgusted,5272.wav
Sad,5273.wav
Angry,5274.wav
Neutral,5275.wav
Happy,5276.wav
Happy,5277.wav
Sad,5278.wav
Fearful,5279.wav
Angry,5280.wav
Neutral,5281.wav
Fearful,5282.wav
Sad,5283.wav
Neutral,5284.wav
Happy,5285.wav
Sad,5286.wav
Sad,5287.wav
Neutral,5288.wav
Neutral,5289.wav
Sad,5290.wav
Disgusted,5291.wav
Sad,5292.wav
Disgusted,5293.wav
Angry,5294.wav
Sad,5295.wav
Happy,5296.wav
Disgusted,5297.wav
Happy,5298.wav
Happy,5299.wav
Fearful,5300.wav
Suprised,5301.wav
Sad,5302.wav
Sad,5303.wav
Happy,5304.wav
Fearful,5305.wav
Angry,5306.wav
Happy,5307.wav
Sad,5308.wav
Fearful,5309.wav
Angry,5310.wav
Disgusted,5311.wav
Sad,5312.wav
Neutral,5313.wav
Suprised,5314.wav
Sad,5315.wav
Sad,5316.wav
Disgusted,5317.wav
Neutral,5318.wav
Angry,5319.wav
Happy,5320.wav
Fearful,5321.wav
Angry,5322.wav
Disgusted,5323.wav
Happy,5324.wav
Sad,5325.wav
Sad,5326.wav
Angry,5327.wav
Suprised,5328.wav
Happy,5329.wav
Happy,5330.wav
Happy,5331.wav
Disgusted,5332.wav
Sad,5333.wav
Neutral,5334.wav
Neutral,5335.wav
Happy,5336.wav
Suprised,5337.wav
Angry,5338.wav
Suprised,5339.wav
Neutral,5340.wav
Angry,5341.wav
Angry,5342.wav
Fearful,5343.wav
Fearful,5344.wav
Sad,5345.wav
Neutral,5346.wav
Angry,5347.wav
Happy,5348.wav
Neutral,5349.wav
Sad,5350.wav
Happy,5351.wav
Fearful,5352.wav
